Year,Food price index,Unit measure,Unit multiplier,Observation status,Value
2002 01,Oils and fats,Index,Units,Undefined,-0.308639363
2002 02,Oils and fats,Index,Units,Undefined,0.01341779
2002 03,Oils and fats,Index,Units,Undefined,-0.090442925
2002 04,Oils and fats,Index,Units,Undefined,-0.163719623
2002 05,Oils and fats,Index,Units,Undefined,-0.313576321
2002 06,Oils and fats,Index,Units,Undefined,-0.068434177
2002 07,Oils and fats,Index,Units,Undefined,-0.018350667
2002 08,Oils and fats,Index,Units,Undefined,-0.120771725
2002 09,Oils and fats,Index,Units,Undefined,-0.177374353
2002 10,Oils and fats,Index,Units,Undefined,-0.01183307
2002 11,Oils and fats,Index,Units,Undefined,-0.462662323
2002 12,Oils and fats,Index,Units,Undefined,-0.412508109
2003 01,Oils and fats,Index,Units,Undefined,-0.530775477
2003 02,Oils and fats,Index,Units,Undefined,-0.4399077
2003 03,Oils and fats,Index,Units,Undefined,-0.294597547
2003 04,Oils and fats,Index,Units,Undefined,-0.397050669
2003 05,Oils and fats,Index,Units,Undefined,-0.297099873
2003 06,Oils and fats,Index,Units,Undefined,-0.344829976
2003 07,Oils and fats,Index,Units,Undefined,-0.374240954
2003 08,Oils and fats,Index,Units,Undefined,-0.432810973
2003 09,Oils and fats,Index,Units,Undefined,-0.60536997
2003 10,Oils and fats,Index,Units,Undefined,-0.243461499
2003 11,Oils and fats,Index,Units,Undefined,-0.287030287
2003 12,Oils and fats,Index,Units,Undefined,0.041058248
2004 01,Oils and fats,Index,Units,Undefined,-0.360449233
2004 02,Oils and fats,Index,Units,Undefined,0.102709998
2004 03,Oils and fats,Index,Units,Undefined,-0.105591365
2004 04,Oils and fats,Index,Units,Undefined,-0.253096225
2004 05,Oils and fats,Index,Units,Undefined,-0.783516699
2004 06,Oils and fats,Index,Units,Undefined,-0.191288268
2004 07,Oils and fats,Index,Units,Undefined,0.201909482
2004 08,Oils and fats,Index,Units,Undefined,0.395018946
2004 09,Oils and fats,Index,Units,Undefined,0.268345872
2004 10,Oils and fats,Index,Units,Undefined,-0.145732574
2004 11,Oils and fats,Index,Units,Undefined,-0.085589034
2004 12,Oils and fats,Index,Units,Undefined,-0.117117594
2005 01,Oils and fats,Index,Units,Undefined,0.015320969
2005 02,Oils and fats,Index,Units,Undefined,-0.273710966
2005 03,Oils and fats,Index,Units,Undefined,-0.610515599
2005 04,Oils and fats,Index,Units,Undefined,-0.61825464
2005 05,Oils and fats,Index,Units,Undefined,-0.825794466
2005 06,Oils and fats,Index,Units,Undefined,-1.213693797
2005 07,Oils and fats,Index,Units,Undefined,-0.944225131
2005 08,Oils and fats,Index,Units,Undefined,-0.776661329
2005 09,Oils and fats,Index,Units,Undefined,-0.745458464
2005 10,Oils and fats,Index,Units,Undefined,-0.864832951
2005 11,Oils and fats,Index,Units,Undefined,-1.036297406
2005 12,Oils and fats,Index,Units,Undefined,-0.924478549
2006 01,Oils and fats,Index,Units,Undefined,-1.133133395
2006 02,Oils and fats,Index,Units,Undefined,-0.925009464
2006 03,Oils and fats,Index,Units,Undefined,-0.105878647
2006 04,Oils and fats,Index,Units,Undefined,0.573411363
2006 05,Oils and fats,Index,Units,Undefined,1.270037863
2006 06,Oils and fats,Index,Units,Undefined,1.221825481
2006 07,Oils and fats,Index,Units,Undefined,0.872356094
2006 08,Oils and fats,Index,Units,Undefined,0.734331208
2006 09,Oils and fats,Index,Units,Undefined,0.42703826
2006 10,Oils and fats,Index,Units,Undefined,0.553816611
2006 11,Oils and fats,Index,Units,Undefined,0.67700298
2006 12,Oils and fats,Index,Units,Undefined,0.730675649
2007 01,Oils and fats,Index,Units,Undefined,0.809968272
2007 02,Oils and fats,Index,Units,Undefined,0.518714242
2007 03,Oils and fats,Index,Units,Undefined,0.259109653
2007 04,Oils and fats,Index,Units,Undefined,-0.135642028
2007 05,Oils and fats,Index,Units,Undefined,-0.327509853
2007 06,Oils and fats,Index,Units,Undefined,-0.450912188
2007 07,Oils and fats,Index,Units,Undefined,-0.637316214
2007 08,Oils and fats,Index,Units,Undefined,-0.9191783
2007 09,Oils and fats,Index,Units,Undefined,1.787785445
2007 10,Oils and fats,Index,Units,Undefined,2.161400223
2007 11,Oils and fats,Index,Units,Undefined,2.972484755
2007 12,Oils and fats,Index,Units,Undefined,1.71621427
2008 01,Oils and fats,Index,Units,Undefined,1.657444973
2008 02,Oils and fats,Index,Units,Undefined,1.246045907
2008 03,Oils and fats,Index,Units,Undefined,1.115828534
2008 04,Oils and fats,Index,Units,Undefined,1.023379169
2008 05,Oils and fats,Index,Units,Undefined,1.854984756
2008 06,Oils and fats,Index,Units,Undefined,3.332697267
2008 07,Oils and fats,Index,Units,Undefined,3.489866544
2008 08,Oils and fats,Index,Units,Undefined,3.080648803
2008 09,Oils and fats,Index,Units,Undefined,1.036011655
2008 10,Oils and fats,Index,Units,Undefined,0.381616207
2008 11,Oils and fats,Index,Units,Undefined,-0.141532508
2008 12,Oils and fats,Index,Units,Undefined,0.050478065
2009 01,Oils and fats,Index,Units,Undefined,0.483468463
2009 02,Oils and fats,Index,Units,Undefined,0.682526782
2009 03,Oils and fats,Index,Units,Undefined,-0.435727361
2009 04,Oils and fats,Index,Units,Undefined,0.081652876
2009 05,Oils and fats,Index,Units,Undefined,-0.185487013
2009 06,Oils and fats,Index,Units,Undefined,-0.349339866
2009 07,Oils and fats,Index,Units,Undefined,-0.746658535
2009 08,Oils and fats,Index,Units,Undefined,-1.482443655
2009 09,Oils and fats,Index,Units,Undefined,-1.366734042
2009 10,Oils and fats,Index,Units,Undefined,-0.724175546
2009 11,Oils and fats,Index,Units,Undefined,-0.542018262
2009 12,Oils and fats,Index,Units,Undefined,-0.273079366
2010 01,Oils and fats,Index,Units,Undefined,-0.39538645
2010 02,Oils and fats,Index,Units,Undefined,0.348968596
2010 03,Oils and fats,Index,Units,Undefined,0.446196388
2010 04,Oils and fats,Index,Units,Undefined,0.445232017
2010 05,Oils and fats,Index,Units,Undefined,-0.980731849
2010 06,Oils and fats,Index,Units,Undefined,0.226055315
2010 07,Oils and fats,Index,Units,Undefined,0.334890542
2010 08,Oils and fats,Index,Units,Undefined,1.963305152
2010 09,Oils and fats,Index,Units,Undefined,1.982469026
2010 10,Oils and fats,Index,Units,Undefined,1.357923504
2010 11,Oils and fats,Index,Units,Undefined,1.527984792
2010 12,Oils and fats,Index,Units,Undefined,0.516814316
2011 01,Oils and fats,Index,Units,Undefined,0.940708051
2011 02,Oils and fats,Index,Units,Undefined,-0.482980289
2011 03,Oils and fats,Index,Units,Undefined,0.817537669
2011 04,Oils and fats,Index,Units,Undefined,0.571019955
2011 05,Oils and fats,Index,Units,Undefined,2.712826464
2011 06,Oils and fats,Index,Units,Undefined,1.951515758
2011 07,Oils and fats,Index,Units,Undefined,2.066299351
2011 08,Oils and fats,Index,Units,Undefined,1.153782968
2011 09,Oils and fats,Index,Units,Undefined,0.999800306
2011 10,Oils and fats,Index,Units,Undefined,0.690063753
2011 11,Oils and fats,Index,Units,Undefined,0.681598464
2011 12,Oils and fats,Index,Units,Undefined,0.942776778
2012 01,Oils and fats,Index,Units,Undefined,0.641630102
2012 02,Oils and fats,Index,Units,Undefined,0.519141869
2012 03,Oils and fats,Index,Units,Undefined,-0.056427337
2012 04,Oils and fats,Index,Units,Undefined,0.128481111
2012 05,Oils and fats,Index,Units,Undefined,0.126294516
2012 06,Oils and fats,Index,Units,Undefined,-0.548941211
2012 07,Oils and fats,Index,Units,Undefined,-0.011322082
2012 08,Oils and fats,Index,Units,Undefined,-0.888674502
2012 09,Oils and fats,Index,Units,Undefined,-0.775966237
2012 10,Oils and fats,Index,Units,Undefined,-0.699542994
2012 11,Oils and fats,Index,Units,Undefined,-0.256760738
2012 12,Oils and fats,Index,Units,Undefined,0.161515391
2013 01,Oils and fats,Index,Units,Undefined,-0.334956998
2013 02,Oils and fats,Index,Units,Undefined,0.224284384
2013 03,Oils and fats,Index,Units,Undefined,-0.459874642
2013 04,Oils and fats,Index,Units,Undefined,0.575125752
2013 05,Oils and fats,Index,Units,Undefined,-0.231897848
2013 06,Oils and fats,Index,Units,Undefined,0.44868076
2013 07,Oils and fats,Index,Units,Undefined,-0.147110469
2013 08,Oils and fats,Index,Units,Undefined,0.453263498
2013 09,Oils and fats,Index,Units,Undefined,-0.644775227
2013 10,Oils and fats,Index,Units,Undefined,-0.182687098
2013 11,Oils and fats,Index,Units,Undefined,0.165514427
2013 12,Oils and fats,Index,Units,Undefined,0.197512909
2014 01,Oils and fats,Index,Units,Undefined,-0.21424396
2014 02,Oils and fats,Index,Units,Undefined,-0.740389571
2014 03,Oils and fats,Index,Units,Undefined,0.149764705
2014 04,Oils and fats,Index,Units,Undefined,-0.251007266
2014 05,Oils and fats,Index,Units,Undefined,-0.12738437
2014 06,Oils and fats,Index,Units,Undefined,-0.253108191
2014 07,Oils and fats,Index,Units,Undefined,-0.427156589
2014 08,Oils and fats,Index,Units,Undefined,-1.275664088
2014 09,Oils and fats,Index,Units,Undefined,-1.243312201
2014 10,Oils and fats,Index,Units,Undefined,-0.817552079
2014 11,Oils and fats,Index,Units,Undefined,-0.679008228
2014 12,Oils and fats,Index,Units,Undefined,-0.268175053
2015 01,Oils and fats,Index,Units,Undefined,-0.959444296
2015 02,Oils and fats,Index,Units,Undefined,-0.790084246
2015 03,Oils and fats,Index,Units,Undefined,-1.71779245
2015 04,Oils and fats,Index,Units,Undefined,-1.572479129
2015 05,Oils and fats,Index,Units,Undefined,-0.621024393
2015 06,Oils and fats,Index,Units,Undefined,-1.530243682
2015 07,Oils and fats,Index,Units,Undefined,-1.240687851
2015 08,Oils and fats,Index,Units,Undefined,-1.377109196
2015 09,Oils and fats,Index,Units,Undefined,0.843055066
2015 10,Oils and fats,Index,Units,Undefined,-0.645251026
2015 11,Oils and fats,Index,Units,Undefined,-0.24514679
2015 12,Oils and fats,Index,Units,Undefined,-1.851813496
2016 01,Oils and fats,Index,Units,Undefined,-0.199691705
2016 02,Oils and fats,Index,Units,Undefined,-0.220211326
2016 03,Oils and fats,Index,Units,Undefined,-1.788938375
2016 04,Oils and fats,Index,Units,Undefined,-0.004822185
2016 05,Oils and fats,Index,Units,Undefined,-1.140381098
2016 06,Oils and fats,Index,Units,Undefined,0.770041339
2016 07,Oils and fats,Index,Units,Undefined,-0.747706628
2016 08,Oils and fats,Index,Units,Undefined,0.369763824
2016 09,Oils and fats,Index,Units,Undefined,-0.89918484
2016 10,Oils and fats,Index,Units,Undefined,-0.43522854
2016 11,Oils and fats,Index,Units,Undefined,-1.290194623
2016 12,Oils and fats,Index,Units,Undefined,0.415665309
2017 01,Oils and fats,Index,Units,Undefined,0.259302721
2017 02,Oils and fats,Index,Units,Undefined,0.49646219
2017 03,Oils and fats,Index,Units,Undefined,1.569216258
2017 04,Oils and fats,Index,Units,Undefined,-0.988126094
2017 05,Oils and fats,Index,Units,Undefined,-0.090958675
2017 06,Oils and fats,Index,Units,Undefined,0.002082494
2017 07,Oils and fats,Index,Units,Undefined,0.569067319
2017 08,Oils and fats,Index,Units,Undefined,0.797692455
2017 09,Oils and fats,Index,Units,Undefined,2.078094956
2017 10,Oils and fats,Index,Units,Undefined,0.291030947
2017 11,Oils and fats,Index,Units,Undefined,-0.022030181
2017 12,Oils and fats,Index,Units,Undefined,0.621140034
2018 01,Oils and fats,Index,Units,Undefined,0.972041033
2018 02,Oils and fats,Index,Units,Undefined,0.597193154
2018 03,Oils and fats,Index,Units,Undefined,0.746014457
2018 04,Oils and fats,Index,Units,Undefined,1.344575124
2018 05,Oils and fats,Index,Units,Undefined,0.277053131
2018 06,Oils and fats,Index,Units,Undefined,-0.331292482
2018 07,Oils and fats,Index,Units,Undefined,0.986082336
2018 08,Oils and fats,Index,Units,Undefined,-0.464124546
2018 09,Oils and fats,Index,Units,Undefined,0.225329988
2018 10,Oils and fats,Index,Units,Undefined,-0.707612993
2018 11,Oils and fats,Index,Units,Undefined,0.422959689
2018 12,Oils and fats,Index,Units,Undefined,0.056608699
2019 01,Oils and fats,Index,Units,Undefined,1.708491771
2019 02,Oils and fats,Index,Units,Undefined,0.651567817
2019 03,Oils and fats,Index,Units,Undefined,-0.998051113
2019 04,Oils and fats,Index,Units,Undefined,-0.133570794
2019 05,Oils and fats,Index,Units,Undefined,0.384744365
2019 06,Oils and fats,Index,Units,Undefined,0.549562054
2019 07,Oils and fats,Index,Units,Undefined,0.247232924
2019 08,Oils and fats,Index,Units,Undefined,0.771603674
2019 09,Oils and fats,Index,Units,Undefined,-0.770621987
2019 10,Oils and fats,Index,Units,Undefined,-0.4854214
2019 11,Oils and fats,Index,Units,Undefined,-0.178788028
2019 12,Oils and fats,Index,Units,Undefined,-0.0853852
2020 01,Oils and fats,Index,Units,Undefined,-2.335628235
2020 02,Oils and fats,Index,Units,Undefined,-1.316253599
2020 03,Oils and fats,Index,Units,Undefined,-0.442129561
2020 04,Oils and fats,Index,Units,Undefined,1.131429194
2020 05,Oils and fats,Index,Units,Undefined,0.945397956
2020 06,Oils and fats,Index,Units,Undefined,-0.269220438
2020 07,Oils and fats,Index,Units,Undefined,-0.109923243
2020 08,Oils and fats,Index,Units,Undefined,-1.632462905
1988 01,Fruit,Index,Units,Undefined,
1988 02,Fruit,Index,Units,Undefined,
1988 03,Fruit,Index,Units,Undefined,
1988 04,Fruit,Index,Units,Undefined,
1988 05,Fruit,Index,Units,Undefined,
1988 06,Fruit,Index,Units,Undefined,
1988 07,Fruit,Index,Units,Undefined,
1988 08,Fruit,Index,Units,Undefined,
1988 09,Fruit,Index,Units,Undefined,
1988 10,Fruit,Index,Units,Undefined,
1988 11,Fruit,Index,Units,Undefined,
1988 12,Fruit,Index,Units,Undefined,
1989 01,Fruit,Index,Units,Undefined,0.407151484
1989 02,Fruit,Index,Units,Undefined,-0.15619621
1989 03,Fruit,Index,Units,Undefined,-0.268455843
1989 04,Fruit,Index,Units,Undefined,-0.355232349
1989 05,Fruit,Index,Units,Undefined,0.569116626
1989 06,Fruit,Index,Units,Undefined,0.083973289
1989 07,Fruit,Index,Units,Undefined,-0.469645151
1989 08,Fruit,Index,Units,Undefined,-1.273951031
1989 09,Fruit,Index,Units,Undefined,-2.047905546
1989 10,Fruit,Index,Units,Undefined,-1.661807653
1989 11,Fruit,Index,Units,Undefined,-0.566854407
1989 12,Fruit,Index,Units,Undefined,0.344398949
1990 01,Fruit,Index,Units,Undefined,1.199301385
1990 02,Fruit,Index,Units,Undefined,1.754391375
1990 03,Fruit,Index,Units,Undefined,1.663943471
1990 04,Fruit,Index,Units,Undefined,1.392878997
1990 05,Fruit,Index,Units,Undefined,1.606533104
1990 06,Fruit,Index,Units,Undefined,2.625613517
1990 07,Fruit,Index,Units,Undefined,1.503301229
1990 08,Fruit,Index,Units,Undefined,1.798573959
1990 09,Fruit,Index,Units,Undefined,1.277940935
1990 10,Fruit,Index,Units,Undefined,1.313939082
1990 11,Fruit,Index,Units,Undefined,1.075513936
1990 12,Fruit,Index,Units,Undefined,1.407776369
1991 01,Fruit,Index,Units,Undefined,1.408207694
1991 02,Fruit,Index,Units,Undefined,1.322112693
1991 03,Fruit,Index,Units,Undefined,1.020267482
1991 04,Fruit,Index,Units,Undefined,0.934710265
1991 05,Fruit,Index,Units,Undefined,0.272165227
1991 06,Fruit,Index,Units,Undefined,1.568436328
1991 07,Fruit,Index,Units,Undefined,1.87338833
1991 08,Fruit,Index,Units,Undefined,2.409860739
1991 09,Fruit,Index,Units,Undefined,1.276896546
1991 10,Fruit,Index,Units,Undefined,1.233584522
1991 11,Fruit,Index,Units,Undefined,1.190297657
1991 12,Fruit,Index,Units,Undefined,0.775054783
1992 01,Fruit,Index,Units,Undefined,0.607889773
1992 02,Fruit,Index,Units,Undefined,0.831693572
1992 03,Fruit,Index,Units,Undefined,0.557509872
1992 04,Fruit,Index,Units,Undefined,0.429980474
1992 05,Fruit,Index,Units,Undefined,-0.205763533
1992 06,Fruit,Index,Units,Undefined,-1.149360387
1992 07,Fruit,Index,Units,Undefined,-2.982224854
1992 08,Fruit,Index,Units,Undefined,-3.655800778
1992 09,Fruit,Index,Units,Undefined,-4.464028461
1992 10,Fruit,Index,Units,Undefined,-3.241276991
1992 11,Fruit,Index,Units,Undefined,-3.056044943
1992 12,Fruit,Index,Units,Undefined,-1.809775835
1993 01,Fruit,Index,Units,Undefined,-2.170601905
1993 02,Fruit,Index,Units,Undefined,-2.156109929
1993 03,Fruit,Index,Units,Undefined,-2.182558815
1993 04,Fruit,Index,Units,Undefined,-2.255944248
1993 05,Fruit,Index,Units,Undefined,-1.110567086
1993 06,Fruit,Index,Units,Undefined,-0.974557238
1993 07,Fruit,Index,Units,Undefined,0.463780795
1993 08,Fruit,Index,Units,Undefined,0.191805022
1993 09,Fruit,Index,Units,Undefined,-0.113755564
1993 10,Fruit,Index,Units,Undefined,-1.232089299
1993 11,Fruit,Index,Units,Undefined,-1.779406323
1993 12,Fruit,Index,Units,Undefined,-1.185289904
1994 01,Fruit,Index,Units,Undefined,-0.611303667
1994 02,Fruit,Index,Units,Undefined,-0.049243859
1994 03,Fruit,Index,Units,Undefined,-0.211697073
1994 04,Fruit,Index,Units,Undefined,-0.520673919
1994 05,Fruit,Index,Units,Undefined,0.176733426
1994 06,Fruit,Index,Units,Undefined,1.377753358
1994 07,Fruit,Index,Units,Undefined,0.942623392
1994 08,Fruit,Index,Units,Undefined,-0.221382058
1994 09,Fruit,Index,Units,Undefined,-1.444277581
1994 10,Fruit,Index,Units,Undefined,-0.368187597
1994 11,Fruit,Index,Units,Undefined,-0.458328365
1994 12,Fruit,Index,Units,Undefined,1.309093154
1995 01,Fruit,Index,Units,Undefined,0.806986706
1995 02,Fruit,Index,Units,Undefined,0.715879443
1995 03,Fruit,Index,Units,Undefined,-0.361804559
1995 04,Fruit,Index,Units,Undefined,1.004226224
1995 05,Fruit,Index,Units,Undefined,0.865371029
1995 06,Fruit,Index,Units,Undefined,0.387812482
1995 07,Fruit,Index,Units,Undefined,-0.003997553
1995 08,Fruit,Index,Units,Undefined,1.285445168
1995 09,Fruit,Index,Units,Undefined,1.191590934
1995 10,Fruit,Index,Units,Undefined,-0.508282992
1995 11,Fruit,Index,Units,Undefined,-0.481008779
1995 12,Fruit,Index,Units,Undefined,0.029642657
1996 01,Fruit,Index,Units,Undefined,0.337845354
1996 02,Fruit,Index,Units,Undefined,0.585833046
1996 03,Fruit,Index,Units,Undefined,0.429446401
1996 04,Fruit,Index,Units,Undefined,-0.145847289
1996 05,Fruit,Index,Units,Undefined,0.875784094
1996 06,Fruit,Index,Units,Undefined,1.751048107
1996 07,Fruit,Index,Units,Undefined,-0.159928743
1996 08,Fruit,Index,Units,Undefined,-1.284986555
1996 09,Fruit,Index,Units,Undefined,-1.672060439
1996 10,Fruit,Index,Units,Undefined,0.523633856
1996 11,Fruit,Index,Units,Undefined,0.525637184
1996 12,Fruit,Index,Units,Undefined,-0.084301109
1997 01,Fruit,Index,Units,Undefined,-0.394854861
1997 02,Fruit,Index,Units,Undefined,-0.783268426
1997 03,Fruit,Index,Units,Undefined,-0.408831861
1997 04,Fruit,Index,Units,Undefined,0.158479023
1997 05,Fruit,Index,Units,Undefined,-0.122795469
1997 06,Fruit,Index,Units,Undefined,0.066182881
1997 07,Fruit,Index,Units,Undefined,0.396080953
1997 08,Fruit,Index,Units,Undefined,0.537430884
1997 09,Fruit,Index,Units,Undefined,0.105858084
1997 10,Fruit,Index,Units,Undefined,0.461696711
1997 11,Fruit,Index,Units,Undefined,0.159916277
1997 12,Fruit,Index,Units,Undefined,1.087338405
1998 01,Fruit,Index,Units,Undefined,-0.221725263
1998 02,Fruit,Index,Units,Undefined,0.085249462
1998 03,Fruit,Index,Units,Undefined,-0.485475609
1998 04,Fruit,Index,Units,Undefined,0.287807213
1998 05,Fruit,Index,Units,Undefined,0.85516148
1998 06,Fruit,Index,Units,Undefined,0.608179577
1998 07,Fruit,Index,Units,Undefined,0.141651809
1998 08,Fruit,Index,Units,Undefined,-0.437240822
1998 09,Fruit,Index,Units,Undefined,-1.299659015
1998 10,Fruit,Index,Units,Undefined,-1.404111187
1998 11,Fruit,Index,Units,Undefined,-0.693190101
1998 12,Fruit,Index,Units,Undefined,-0.436446521
1999 01,Fruit,Index,Units,Undefined,0.164185294
1999 02,Fruit,Index,Units,Undefined,0.185865735
1999 03,Fruit,Index,Units,Undefined,-0.096688673
1999 04,Fruit,Index,Units,Undefined,0.063608505
1999 05,Fruit,Index,Units,Undefined,-0.663647321
1999 06,Fruit,Index,Units,Undefined,-1.045755876
1999 07,Fruit,Index,Units,Undefined,-2.185877639
1999 08,Fruit,Index,Units,Undefined,-2.516433788
1999 09,Fruit,Index,Units,Undefined,-1.424970566
1999 10,Fruit,Index,Units,Undefined,0.804796886
1999 11,Fruit,Index,Units,Undefined,0.813377665
1999 12,Fruit,Index,Units,Undefined,0.509316316
2000 01,Fruit,Index,Units,Undefined,-1.061322767
2000 02,Fruit,Index,Units,Undefined,-1.532043293
2000 03,Fruit,Index,Units,Undefined,-1.562063059
2000 04,Fruit,Index,Units,Undefined,-0.875233089
2000 05,Fruit,Index,Units,Undefined,-0.21955439
2000 06,Fruit,Index,Units,Undefined,0.286048148
2000 07,Fruit,Index,Units,Undefined,0.673193745
2000 08,Fruit,Index,Units,Undefined,0.239301065
2000 09,Fruit,Index,Units,Undefined,-0.025271663
2000 10,Fruit,Index,Units,Undefined,-0.552914846
2000 11,Fruit,Index,Units,Undefined,0.026870491
2000 12,Fruit,Index,Units,Undefined,1.01969154
2001 01,Fruit,Index,Units,Undefined,0.368081736
2001 02,Fruit,Index,Units,Undefined,0.114897132
2001 03,Fruit,Index,Units,Undefined,0.090930244
2001 04,Fruit,Index,Units,Undefined,1.381236032
2001 05,Fruit,Index,Units,Undefined,1.757872997
2001 06,Fruit,Index,Units,Undefined,2.487351526
2001 07,Fruit,Index,Units,Undefined,0.823690717
2001 08,Fruit,Index,Units,Undefined,0.631074257
2001 09,Fruit,Index,Units,Undefined,0.249942707
2001 10,Fruit,Index,Units,Undefined,1.113022498
2001 11,Fruit,Index,Units,Undefined,1.415313531
2001 12,Fruit,Index,Units,Undefined,1.227039161
2002 01,Fruit,Index,Units,Undefined,0.451399106
2002 02,Fruit,Index,Units,Undefined,0.148156852
2002 03,Fruit,Index,Units,Undefined,0.030684107
2002 04,Fruit,Index,Units,Undefined,0.365477248
2002 05,Fruit,Index,Units,Undefined,0.008001168
2002 06,Fruit,Index,Units,Undefined,-1.1945175
2002 07,Fruit,Index,Units,Undefined,-0.342569269
2002 08,Fruit,Index,Units,Undefined,-0.349959859
2002 09,Fruit,Index,Units,Undefined,-0.857578287
2002 10,Fruit,Index,Units,Undefined,-0.300967713
2002 11,Fruit,Index,Units,Undefined,-0.650949766
2002 12,Fruit,Index,Units,Undefined,-0.419063409
2003 01,Fruit,Index,Units,Undefined,-1.041443186
2003 02,Fruit,Index,Units,Undefined,-0.797282208
2003 03,Fruit,Index,Units,Undefined,-0.934688133
2003 04,Fruit,Index,Units,Undefined,-0.736837941
2003 05,Fruit,Index,Units,Undefined,0.322806285
2003 06,Fruit,Index,Units,Undefined,0.754778191
2003 07,Fruit,Index,Units,Undefined,0.214996353
2003 08,Fruit,Index,Units,Undefined,-0.131868585
2003 09,Fruit,Index,Units,Undefined,-0.112285505
2003 10,Fruit,Index,Units,Undefined,0.055098523
2003 11,Fruit,Index,Units,Undefined,0.165309326
2003 12,Fruit,Index,Units,Undefined,0.358019221
2004 01,Fruit,Index,Units,Undefined,-0.348930932
2004 02,Fruit,Index,Units,Undefined,-0.36959999
2004 03,Fruit,Index,Units,Undefined,-0.893918795
2004 04,Fruit,Index,Units,Undefined,-0.552070477
2004 05,Fruit,Index,Units,Undefined,-0.162436035
2004 06,Fruit,Index,Units,Undefined,-0.864360598
2004 07,Fruit,Index,Units,Undefined,-1.784569377
2004 08,Fruit,Index,Units,Undefined,-2.225731535
2004 09,Fruit,Index,Units,Undefined,-1.601497665
2004 10,Fruit,Index,Units,Undefined,-1.090103567
2004 11,Fruit,Index,Units,Undefined,-0.068082989
2004 12,Fruit,Index,Units,Undefined,-0.63397284
2005 01,Fruit,Index,Units,Undefined,-0.672065821
2005 02,Fruit,Index,Units,Undefined,-1.359676442
2005 03,Fruit,Index,Units,Undefined,-0.816239654
2005 04,Fruit,Index,Units,Undefined,-0.575836748
2005 05,Fruit,Index,Units,Undefined,0.419852553
2005 06,Fruit,Index,Units,Undefined,1.678047468
2005 07,Fruit,Index,Units,Undefined,-0.203154619
2005 08,Fruit,Index,Units,Undefined,-0.291924167
2005 09,Fruit,Index,Units,Undefined,-0.720552711
2005 10,Fruit,Index,Units,Undefined,0.314277384
2005 11,Fruit,Index,Units,Undefined,-0.057325242
2005 12,Fruit,Index,Units,Undefined,0.190764688
2006 01,Fruit,Index,Units,Undefined,-0.532999147
2006 02,Fruit,Index,Units,Undefined,-0.6990103
2006 03,Fruit,Index,Units,Undefined,-0.866778396
2006 04,Fruit,Index,Units,Undefined,-0.703479359
2006 05,Fruit,Index,Units,Undefined,-0.591692157
2006 06,Fruit,Index,Units,Undefined,-0.989527736
2006 07,Fruit,Index,Units,Undefined,-0.119253461
2006 08,Fruit,Index,Units,Undefined,-0.36641117
2006 09,Fruit,Index,Units,Undefined,0.282623596
2006 10,Fruit,Index,Units,Undefined,0.832873279
2006 11,Fruit,Index,Units,Undefined,1.056359559
2006 12,Fruit,Index,Units,Undefined,0.67938408
2007 01,Fruit,Index,Units,Undefined,-0.34058032
2007 02,Fruit,Index,Units,Undefined,-0.456039192
2007 03,Fruit,Index,Units,Undefined,-0.815653123
2007 04,Fruit,Index,Units,Undefined,-0.474778481
2007 05,Fruit,Index,Units,Undefined,0.008055665
2007 06,Fruit,Index,Units,Undefined,0.247363232
2007 07,Fruit,Index,Units,Undefined,-0.607173622
2007 08,Fruit,Index,Units,Undefined,-0.897352248
2007 09,Fruit,Index,Units,Undefined,-0.498562878
2007 10,Fruit,Index,Units,Undefined,1.185897344
2007 11,Fruit,Index,Units,Undefined,0.671669195
2007 12,Fruit,Index,Units,Undefined,0.082036647
2008 01,Fruit,Index,Units,Undefined,-0.207870001
2008 02,Fruit,Index,Units,Undefined,-1.022301049
2008 03,Fruit,Index,Units,Undefined,-0.593222876
2008 04,Fruit,Index,Units,Undefined,0.638430018
2008 05,Fruit,Index,Units,Undefined,0.26840784
2008 06,Fruit,Index,Units,Undefined,1.554582958
2008 07,Fruit,Index,Units,Undefined,1.256277441
2008 08,Fruit,Index,Units,Undefined,1.818135338
2008 09,Fruit,Index,Units,Undefined,0.207062509
2008 10,Fruit,Index,Units,Undefined,0.9507684
2008 11,Fruit,Index,Units,Undefined,1.796287225
2008 12,Fruit,Index,Units,Undefined,1.674963222
2009 01,Fruit,Index,Units,Undefined,0.808178878
2009 02,Fruit,Index,Units,Undefined,0.836099472
2009 03,Fruit,Index,Units,Undefined,0.423349194
2009 04,Fruit,Index,Units,Undefined,0.213298621
2009 05,Fruit,Index,Units,Undefined,1.205812793
2009 06,Fruit,Index,Units,Undefined,0.730088875
2009 07,Fruit,Index,Units,Undefined,0.149878332
2009 08,Fruit,Index,Units,Undefined,-1.058762403
2009 09,Fruit,Index,Units,Undefined,-1.710052655
2009 10,Fruit,Index,Units,Undefined,-0.925122873
2009 11,Fruit,Index,Units,Undefined,0.884500962
2009 12,Fruit,Index,Units,Undefined,2.149820283
2010 01,Fruit,Index,Units,Undefined,0.404989424
2010 02,Fruit,Index,Units,Undefined,0.021762377
2010 03,Fruit,Index,Units,Undefined,0.402298664
2010 04,Fruit,Index,Units,Undefined,1.336165364
2010 05,Fruit,Index,Units,Undefined,0.30595186
