Year,Gas,Sector (end-user),Sector detail (end-user),Sector (source),Sector detail (source),Observation status,Unit multiplier,Unit measure,Value
2016,,,,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),472.406757571098
2017,,,,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),460.989973937615
2018,,,,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),451.464152266137
1990,,,,Energy supply,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),277.954911797032
1991,,,,Energy supply,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),275.567373092007
1992,,,,Energy supply,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),264.231397933937
1993,,,,Energy supply,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),246.42889157502
1994,,,,Energy supply,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),237.638313734452
1995,,,,Energy supply,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),237.982528988377
1996,,,,Energy supply,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),238.626481718542
1997,,,,Energy supply,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),222.670453568696
1998,,,,Energy supply,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),225.574213926763
1999,,,,Energy supply,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),212.582581721523
2000,,,,Energy supply,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),221.605580827451
2001,,,,Energy supply,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),231.35997563746
2002,,,,Energy supply,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),228.849924119696
2003,,,,Energy supply,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),234.713068607876
2004,,,,Energy supply,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),232.40345658933
2005,,,,Energy supply,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),231.509033914971
2006,,,,Energy supply,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),235.932473626785
2007,,,,Energy supply,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),230.364856276358
2008,,,,Energy supply,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),223.577646020339
2009,,,,Energy supply,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),200.404620955952
2010,,,,Energy supply,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),207.401050447478
2011,,,,Energy supply,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),192.700158526141
2012,,,,Energy supply,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),203.335559151641
2013,,,,Energy supply,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),190.130328477004
2014,,,,Energy supply,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),165.198269802323
2015,,,,Energy supply,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),145.273505542762
2016,,,,Energy supply,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),121.771456899694
2017,,,,Energy supply,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),112.295142000298
2018,,,,Energy supply,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),104.916840450971
1990,,,,Energy supply,Power stations,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),204.212639152355
1991,,,,Energy supply,Power stations,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),200.785794014584
1992,,,,Energy supply,Power stations,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),188.712177848943
1993,,,,Energy supply,Power stations,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),171.239713628886
1994,,,,Energy supply,Power stations,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),167.020790007234
1995,,,,Energy supply,Power stations,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),163.942849536314
1996,,,,Energy supply,Power stations,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),163.572338471648
1997,,,,Energy supply,Power stations,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),150.942020014035
1998,,,,Energy supply,Power stations,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),156.067606165368
1999,,,,Energy supply,Power stations,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),147.945351043851
2000,,,,Energy supply,Power stations,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),159.445341539398
2001,,,,Energy supply,Power stations,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),170.282620104056
2002,,,,Energy supply,Power stations,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),165.946859722754
2003,,,,Energy supply,Power stations,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),175.055707945821
2004,,,,Energy supply,Power stations,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),174.702493091503
2005,,,,Energy supply,Power stations,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),174.020368980598
2006,,,,Energy supply,Power stations,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),182.891605957976
2007,,,,Energy supply,Power stations,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),178.688020897463
2008,,,,Energy supply,Power stations,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),173.639502362369
2009,,,,Energy supply,Power stations,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),151.810312378632
2010,,,,Energy supply,Power stations,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),158.083288493028
2011,,,,Energy supply,Power stations,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),145.381263319473
2012,,,,Energy supply,Power stations,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),159.379936161948
2013,,,,Energy supply,Power stations,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),148.408288986872
2014,,,,Energy supply,Power stations,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),125.20565855475
2015,,,,Energy supply,Power stations,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),104.995126705981
2016,,,,Energy supply,Power stations,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),82.9727673271997
2017,,,,Energy supply,Power stations,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),73.0650816176162
2018,,,,Energy supply,Power stations,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),66.8193234932504
1990,,,,Energy supply,Refineries,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),17.8706170210967
1991,,,,Energy supply,Refineries,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),18.6478388501455
1992,,,,Energy supply,Refineries,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),19.0582524985805
1993,,,,Energy supply,Refineries,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),19.961658726816
1994,,,,Energy supply,Refineries,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),19.4749504906651
1995,,,,Energy supply,Refineries,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),20.2110165665594
1996,,,,Energy supply,Refineries,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),20.6553360500048
1997,,,,Energy supply,Refineries,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),20.5047375931478
1998,,,,Energy supply,Refineries,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),20.0368769191679
1999,,,,Energy supply,Refineries,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),18.1206423040498
2000,,,,Energy supply,Refineries,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),17.3328135624
2001,,,,Energy supply,Refineries,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),17.1402991053053
2002,,,,Energy supply,Refineries,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),19.2671986054709
2003,,,,Energy supply,Refineries,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),18.6824044712819
2004,,,,Energy supply,Refineries,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),18.3675958176845
2005,,,,Energy supply,Refineries,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),19.9299738226204
2006,,,,Energy supply,Refineries,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),18.0374531951268
2007,,,,Energy supply,Refineries,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),17.8408255915478
2008,,,,Energy supply,Refineries,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),17.2953300397735
2009,,,,Energy supply,Refineries,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),16.4966597890868
2010,,,,Energy supply,Refineries,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),17.0117493164145
2011,,,,Energy supply,Refineries,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),17.405689988629
2012,,,,Energy supply,Refineries,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),15.7917829183752
2013,,,,Energy supply,Refineries,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),14.7003928924445
2014,,,,Energy supply,Refineries,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),13.5058582984912
2015,,,,Energy supply,Refineries,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),13.5242960126597
2016,,,,Energy supply,Refineries,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),13.6162211814914
2017,,,,Energy supply,Refineries,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),13.5820684131231
2018,,,,Energy supply,Refineries,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),13.0690939997703
1990,,,,Energy supply,Manufacture of solid fuels and other energy industries,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),14.1486015121854
1991,,,,Energy supply,Manufacture of solid fuels and other energy industries,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),14.515215466074
1992,,,,Energy supply,Manufacture of solid fuels and other energy industries,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),14.9051798986074
1993,,,,Energy supply,Manufacture of solid fuels and other energy industries,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),15.3676216575228
1994,,,,Energy supply,Manufacture of solid fuels and other energy industries,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),18.2069197072978
1995,,,,Energy supply,Manufacture of solid fuels and other energy industries,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),18.2202086362259
1996,,,,Energy supply,Manufacture of solid fuels and other energy industries,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),20.0370417069187
1997,,,,Energy supply,Manufacture of solid fuels and other energy industries,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),20.4148326389884
1998,,,,Energy supply,Manufacture of solid fuels and other energy industries,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),21.5421587169125
1999,,,,Energy supply,Manufacture of solid fuels and other energy industries,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),22.2801673752719
2000,,,,Energy supply,Manufacture of solid fuels and other energy industries,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),22.5181604774222
2001,,,,Energy supply,Manufacture of solid fuels and other energy industries,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),22.6635403275555
2002,,,,Energy supply,Manufacture of solid fuels and other energy industries,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),23.2460274252969
2003,,,,Energy supply,Manufacture of solid fuels and other energy industries,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),22.3595319069603
2004,,,,Energy supply,Manufacture of solid fuels and other energy industries,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),20.984237257931
2005,,,,Energy supply,Manufacture of solid fuels and other energy industries,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),20.3573411064114
2006,,,,Energy supply,Manufacture of solid fuels and other energy industries,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),19.446864157626
2007,,,,Energy supply,Manufacture of solid fuels and other energy industries,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),18.5221416089495
2008,,,,Energy supply,Manufacture of solid fuels and other energy industries,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),18.4302936789555
2009,,,,Energy supply,Manufacture of solid fuels and other energy industries,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),17.8212910548702
2010,,,,Energy supply,Manufacture of solid fuels and other energy industries,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),18.4078371009976
2011,,,,Energy supply,Manufacture of solid fuels and other energy industries,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),16.5915450337103
2012,,,,Energy supply,Manufacture of solid fuels and other energy industries,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),15.4220368276562
2013,,,,Energy supply,Manufacture of solid fuels and other energy industries,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),15.1008403018739
2014,,,,Energy supply,Manufacture of solid fuels and other energy industries,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),14.7942709477928
2015,,,,Energy supply,Manufacture of solid fuels and other energy industries,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),15.4395026702233
2016,,,,Energy supply,Manufacture of solid fuels and other energy industries,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),15.1167846019932
2017,,,,Energy supply,Manufacture of solid fuels and other energy industries,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),15.5293475448679
2018,,,,Energy supply,Manufacture of solid fuels and other energy industries,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),14.9175365096161
1990,,,,Energy supply,Solid fuel transformation,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),1.71647084998128
1991,,,,Energy supply,Solid fuel transformation,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),1.32897207033019
1992,,,,Energy supply,Solid fuel transformation,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),1.13807231675653
1993,,,,Energy supply,Solid fuel transformation,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),1.04270027746397
1994,,,,Energy supply,Solid fuel transformation,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.81800053023262
1995,,,,Energy supply,Solid fuel transformation,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.754475004698596
1996,,,,Energy supply,Solid fuel transformation,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.568016198361306
1997,,,,Energy supply,Solid fuel transformation,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.650657546120036
1998,,,,Energy supply,Solid fuel transformation,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.314392242870838
1999,,,,Energy supply,Solid fuel transformation,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.231089515848951
2000,,,,Energy supply,Solid fuel transformation,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.207524611271098
2001,,,,Energy supply,Solid fuel transformation,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.21340201823417
2002,,,,Energy supply,Solid fuel transformation,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.208075154575804
2003,,,,Energy supply,Solid fuel transformation,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.199197722964602
2004,,,,Energy supply,Solid fuel transformation,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.240904847648397
2005,,,,Energy supply,Solid fuel transformation,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.174484753070722
2006,,,,Energy supply,Solid fuel transformation,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.204417636535532
2007,,,,Energy supply,Solid fuel transformation,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.25887192189863
2008,,,,Energy supply,Solid fuel transformation,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.338062261289047
2009,,,,Energy supply,Solid fuel transformation,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.251425714886346
2010,,,,Energy supply,Solid fuel transformation,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.309134140372612
2011,,,,Energy supply,Solid fuel transformation,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.392196857059265
2012,,,,Energy supply,Solid fuel transformation,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.160284555321862
2013,,,,Energy supply,Solid fuel transformation,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.290423643032284
2014,,,,Energy supply,Solid fuel transformation,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.447124886433876
